locality,latitude,longitude
"Professors Colony, Bhopal, Madhya Pradesh, India",23.2450872,77.3999054
"St. Ignatius Church, Khadki Railway Station Road, ",18.5569041,73.8518993
"Adibatla, Telangana, India",17.2335311,78.5425543
"Halalpura, Lalghati, Bhopal, Madhya Pradesh, India",23.2710807,77.3597194
"Ambala Cantt, Ambala, Haryana, India",30.3610314,76.8485468
"Kanan Vihar, Patia, Bhubaneswar, Odisha, India",20.3509949,85.8348787
"Jai Shankar Ashram, ulhasnagar 2, Press Bazar, Ulh",19.2327343,73.1627008
Krishi Bhawan,28.6156798,77.2123781
"R.J.Gardens, Anand Nagar, Aswath Nagar, Chinnapann",12.9627944,77.7019242
Pragati Maidan,28.6159804,77.2443824
"Ram Tali, Jahaj Ghar, Amritsar, Punjab, India",31.6245671,74.8888396
"Baba Phoola Singh, Amritsar, Punjab, India",31.6054343,74.9281842
"Kalinga Vihar Road, Kalinga Vihar, Kalinga Vihar L",20.2425891,85.7565265
"Chana Kothar, Gwalior, Madhya Pradesh, India",26.1820457,78.1436159
"DNR Layout, Guttahalli, Bengaluru, Karnataka, Indi",12.9967196,77.5769867
"Visakhapatnam Port, Visakhapatnam, Andhra Pradesh",17.6855918,83.2159778
"Bharat Nagar, Bhopal, Madhya Pradesh, India",23.1958946,77.4429463
"Mhatoba Hills, Pashan, Pune, Maharashtra, India",18.5235306,73.7972759
"Sec 3 Dhurwa Ranchi, Dhurwa Road, Sector 3, Jagann",23.315164,85.2980053
"Sector 12, Chandigarh, India",30.766192,76.7783748
"Balaji Hall, Padmi Society, Mavdi, Rajkot, Gujarat",22.2713997,70.7795896
"Rasulpur, Amritsar, Punjab, India",31.6319052,74.9096826
"Khadia, Ahmedabad, Gujarat, India",23.0206822,72.593563
"Kamatwade, Nashik, Maharashtra, India",19.9725828,73.7463147
"BhubaneswarPropertyClub, CRPF Colony, IRC Village,",20.2897752,85.8050987
"Lekha Nagar, Nashik, Maharashtra, India",19.9750587,73.7727908
"Kali Badi, Gupteshwar Road, Gupteshwer Ward, Premn",23.1512019,79.9188709
"Makhmalabad, Nashik, Maharashtra, India",20.04288,73.7795137
"Music Mahal, near Minarva centre, Chand Shah Takiy",26.287428,73.023043
"Seetamma Peta, Dwaraka Nagar, Visakhapatnam, Andhr",17.731926,83.3101227
"IT Habitat, Panchkula",30.7332593,76.8353369
"Gold Villa Aakriti Eco City, Aakriti Ecocity, Sala",23.170333,77.43759
"Vikram Tower, Durga Nagar, Agarwal Nagar, Old Agar",22.701409,75.870122
"Faizabad Cantt, Faizabad, Uttar Pradesh, India",26.7926763,82.1251189
"Anvita residency, Secunderabad, Telangana 500078, ",17.540886,78.5765228
"Sealdah, Sealdah, Raja Bazar, Kolkata, West Bengal",22.567792,88.3710203
"Central Reserve Police Force Bhubaneswar, CRPF Col",20.281703,85.8008187
"Karond, Qazi Camp, Bhopal, Madhya Pradesh, India",23.2738237,77.4089166
"OUAT Guest House, Soubhagya Nagar, Surya Nagar, Bh",20.2720998,85.8106154
"Garware Industries, MIDC Ambad, Ambad, MIDC Ambad,",19.956703,73.7492099
"Saneta, Mohali, Punjab, India",30.6393574,76.6845832
"Biju Patnaik Park, Forest Park, Bhubaneswar, Odish",20.2582901,85.8249454
"Gujarat Arts and Science College, Pritam Nagar, El",23.0226587,72.5650053
"Doctor B R Ambedkar Road, Shivlok Puri, Meerut Can",29.02283,77.6800235
"Gandhinagaram Sub Post Office, Nageswara Rao Pantu",16.5182801,80.629108
"Kurmannapalem, Visakhapatnam, Andhra Pradesh, Indi",17.6905906,83.1664418
"Satyannarayanapuram Police Station, Vijayawada Cit",16.5241137,80.6316974
"Pratap Public School Sector 6 Karnal, Sector 6, Ka",29.6798305,77.0066503
"CSSRI, Saidpura, Karnal, Haryana, India",29.7082322,76.9541406
"Rizwan Bagh, Bhopal, Madhya Pradesh, India",23.2597852,77.3691339
"Haig Lines, Ambala Cantt, Haryana, India",30.3657727,76.8418246
Khera Dabar,28.5837995,76.9369063
"kamayyathopu bridge, Ashok Nagar, Vijayawada, Andh",16.4824612,80.6853388
"Dhelwariya, Dhelwariya, Chaukaghat, Varanasi, Utta",25.3377463,83.0018729
"Chola Nagar, Anandnagar, Hebbal, Bengaluru, Karnat",13.0342241,77.5927458
"Divine Nagar, Machavaram, Vijayawada, Andhra Prade",16.5202679,80.6555817
"Hiranwara, Haridwar, Uttarakhand, India",29.9661657,78.1778185
"new LOCO colony, Bilaspur, Chhattisgarh, India",22.0519232,82.1734027
"Turkapalli, Bolarum, Secunderabad, Telangana 50001",17.5475722,78.5135489
"RBI Colony, RBI Colony, Nayapalli, Bhubaneswar, Od",20.291096,85.8137426
"Damayanti Apartment, Beherasahi, Nilakantha Nagar,",20.2871485,85.8168268
Aps Colony,28.5748868,77.1377306
"Pandit Nehru Bus Station, National Highway 65, Arr",16.5088752,80.6154886
Bengal beauty parlour (best beauty parlour/bridal ,28.9947996,77.6972968
"Renuka Puram, Indraprasth Nagar, Satara Deolai Par",19.8465414,75.3420036
"Ulkanagari, Aurangabad, Maharashtra, India",19.8628249,75.3401859
"Ganesh Nagar, Kota, Rajasthan, India",25.1130475,75.829612
"Velimela, Telangana, India",17.4739025,78.2276776
"Kuvempu Nagara, M V Extenstion, Hoskote, Karnataka",13.0615137,77.7830781
"Vhirgaon, Nagpur, Maharashtra, India",21.0876829,79.1622608
"Teachers Colony, Srinagar, Satyaranayana Puram, Vi",16.5274425,80.6408426
"MM Feeder Road, Rani Park, Rathtala, Kamarhati, Be",22.6642166,88.3748384
"Brahmpuri, Haridwar, Uttarakhand, India",29.9520548,78.1596497
"Madlauda, Panipat, Haryana, India",29.4032893,76.8014102
"Sailashree Vihar, Rangeswar Nagar, Kanak Durga Nag",20.3348302,85.8170991
"Ektapuri Colony, Bhopal, Madhya Pradesh, India",23.2655365,77.4311116
Vishwakarma Nagar Sector 15-1,28.443017,77.014158
"Jodhpur Airport, Ratanada, Jodhpur, Rajasthan, Ind",26.2553651,73.0498208
"Parvati Nagar, Makarpura, Vadodara, Gujarat, India",22.2426372,73.2101837
"Ashtavinayak nagar, Chilkalthana, Aurangabad, Maha",19.888628,75.3734628
M.B.S. Nagar,28.7445316,77.1980639
"Mahalakshmi Layout, Bengaluru, Karnataka, India",13.0145937,77.5514047
"Amrut Udhyog Nagar, Rajkot, Gujarat, India",22.2337679,70.8023327
"Gonhi, Nagpur, Maharashtra, India",21.1007213,79.1534422
"Shanti Park Road, Matoshri Nagar, Upnagar, Nashik,",19.9718978,73.8206378
"Old Court, Jalandhar, Punjab, India",31.3374499,75.5811592
"Nawab Colony, Bhanpur, Bhopal, Madhya Pradesh, Ind",23.2874216,77.4077974
"Sondhapur, Panipat, Haryana, India",29.3794028,76.9354979
"Huriopet, Chickpet, Bengaluru, Karnataka, India",12.9715561,77.5751958
"CMD Chowk, Vidya Nagar, Bilaspur, Chhattisgarh, In",22.071726,82.1588042
"Tamando Bazar, Tamando, Bijipur, Odisha, India",20.2375707,85.7509625
"Anantpura, Kota, Rajasthan, India",25.1131622,75.8577528
"Vijay Khand 2, Gomti Nagar, Lucknow, Uttar Pradesh",26.8579083,80.9912514
"Lane 3, Sector-5, Niladri Vihar, Chandrasekharpur,",20.3294033,85.8033394
"Rohta Road Flyover, Meerut Cantt, Meerut, Uttar Pr",28.9820255,77.6767213
"Anusaya Nagar Takli Road, Anusuya Nagar, Nashik, M",19.9925607,73.8113225
Ghat Darwaza,26.917188,75.8294273
"Aranya Bhavan, Kodandarampura, Malleshwaram West,",13.0105302,77.5708302
"ESIC Hospital Peenya, FTI Campus, 5th Main Road, R",13.0248219,77.531003
"Rose Garden, 10D, Sector 10, Chandigarh, India",30.7535105,76.7832132
"Ajab Nagar, Aurangabad, Maharashtra, India",19.8742701,75.3303605
"Neelasandra Bus Stand, Austin Town, Neelasandra, B",12.957659,77.614181
District Court Sector 15-1,28.4615235,77.0445488
"Bhuvneswar Railway station 1, Unnamed Road, Master",20.2676025,85.8437703
"HRBR Layout 1st Block, Kalyan Nagar, Bengaluru, Ka",13.0200494,77.6457698
"Dona Paula View Point, Dona Paula Jetty, Road, Don",15.4506125,73.8029961
Bhainsrawli,28.365503,77.4199931
"kailashi super speciality hospital, Kankar Khera R",29.0300844,77.6711991
"Gheekanta, Bhadra, Ahmedabad, Gujarat, India",23.0311463,72.587026
"Dhanora, Vadodara, Gujarat, India",22.3799003,73.1025036
"Bhutala Market, Unit-2, Ashok Nagar, Bhubaneswar, ",20.2644888,85.8330005
"150 Feet Ring Road, Manharpur, Rajkot, Gujarat, In",22.3386328,70.7767618
"Prem Nagar, Ram Nagar, Karnal, Haryana, India",29.6944943,76.9623257
"Sharanpur, Nashik, Maharashtra, India",19.9981757,73.7727908
"Modi Nagar, Ghaziabad, Uttar Pradesh, India",28.8316307,77.5779592
"Mule Chak, Punjab, India",31.5964709,74.8653331
"Kolkata, New Market Area, Dharmatala, Taltala, Kol",22.5600796,88.3524695
"Tapadia Diagnostic Centre, Bhanudas Sabhahgrah Rai",19.8643289,75.3165334
"Udayagiri Vihar Main, Kalinga Vihar, Patrapada, Bh",20.2405627,85.7669943
"Upnagar, Nashik, Maharashtra, India",19.9738747,73.8220773
"Model Town, Gwalior, Madhya Pradesh, India",26.1942028,78.2112979
"Alok Nagar, Indore, Madhya Pradesh, India",22.7254823,75.9209199
"Sector 34, Gurugram, Haryana, India",28.4282635,77.0075055
"Manavta Nagar, Indore, Madhya Pradesh, India",22.7216446,75.929104
Sector 60,28.6024748,77.3676142
"Pardsinga, Nagpur, Maharashtra, India",21.1372466,79.0004567
"Lucknow, Uttar Pradesh, India",26.8466937,80.946166
"Beant Singh Memorial, 42D, Sector 42, Chandigarh, ",30.7276179,76.7361772
"Carmail Nagar, Satyaranayana Puram, Vijayawada, An",16.5224363,80.638935
"Pushp Vihar, Modipuram, Meerut, Uttar Pradesh, Ind",29.0577644,77.7050683
"Sri Chikka Banashankari Devi Temple, Pipeline Road",12.9491458,77.5539426
"Uprainganj, Jabalpur, Madhya Pradesh, India",23.1792651,79.9290642
"Patelappa Layout, Patelappa Layout, Nagashetty Hal",13.0462555,77.5726052
"Sonipat Service Jind, Housing Board Colony, Huda M",29.3122081,76.3282958
"Jai Bhawani Communications, Shaheed Nagar, Shahid ",23.261281,77.3898109
"Tejaji Nagar Square, Kelod Kartal, Mirjapur, Madhy",22.6385241,75.8882936
"Chikkabasavanapura, Krishnarajapura, Bengaluru, Ka",13.0127356,77.7044287
"Dewas Naka, Lasudia Mori, Indore, Madhya Pradesh, ",22.7813964,75.9034525
"Chandigarh Airport Area, Bhabat, Punjab, India",30.6575248,76.8057776
"Saraswati Nagar Garden, Saraswati Nagar, Basni, Jo",26.2322762,73.0172208
Shastri Bhawan,28.6158309,77.215585
"King George Hospital, KGH Down Road, Opp KGH OP Ga",17.7087374,83.3060385
"Khokadpura, Aurangabad, Maharashtra, India",19.8806008,75.3317435
"NFL, National Fertilizer Limited (NFL), Panipat, H",29.3581033,76.9572501
"Mata Ji Ki Pole Navchokiya, Fateh Pol Road, Kolry ",26.2961242,73.0142456
"Police Line , Panipat, Police Line, Haryana, India",29.3169496,76.9903596
"Dumuduma Housing Board Colony, Dumduma, Bhubaneswa",20.2429926,85.7906306
"Kaiser Colony, Shahgunj, Aurangabad, Maharashtra, ",19.8859343,75.3434042
"Makhmalabad Gaon, Makhmalabad, Nashik, Maharashtra",20.0478615,73.7729747
"Atapara Lane, Atapara, Sinthee, Baranagar, West Be",22.63058,88.3917844
"Neogipara, Ariadaha, Baranagar, West Bengal, India",22.6429242,88.3712796
"Sandhu Colony, Amritsar, Punjab, India",31.6666868,74.9048006
"Jhalamand Circle, Jodhpur, Rajasthan",26.2289001,73.0402049
Adarsh Nagar,28.7192604,77.173582
"Satpukur, Kolkata, West Bengal, India",22.6214679,88.3852315
"Panjokhara Sahib, Panjokhara, Punjab, India",30.4035551,76.846168
"Chikkabanavara, Bengaluru, Karnataka 560090, India",13.0753965,77.5093952
"Goraguntepalya, Yeshwanthpur, Bengaluru, Karnataka",13.0273469,77.538296
"Mirzapur, Bhadra, Ahmedabad, Gujarat, India",23.0325705,72.5836992
"Dharavi, Mahim Railway Fatak Road, Bhatiya Nagar,",19.0436421,72.8487916
"shiv sadan, Gwalior, Madhya Pradesh, India",26.2369743,78.1657064
"Himatpura, Amritsar, Punjab, India",31.6074565,74.8755663
"Kempegowdanagar, Byadarahalli, Bengaluru, Karnatak",12.9911854,77.4773674
"Aiginia Village Shiva Temple, Shreekhetra Vihar, K",20.2490369,85.7816985
"Old Bus Stand, Telipara, Bilaspur, Chhattisgarh, I",22.0753502,82.15836
"Jagamara Road, Jagamara, Bhubaneswar, Odisha, Indi",20.2603868,85.7986494
"Rati Nagar, Gwalior, Madhya Pradesh, India",26.2116551,78.1585809
Power House,28.622227,77.2505733
"Shri Hanuman Garhi Mandir, Sai Nagar, Ayodhya, Utt",26.7952876,82.2016429
Raota,28.5237806,76.9022654
"Ahmedabad Airport (AMD), Hansol, Ahmedabad, Gujara",23.0734262,72.626571
"Kharu Khera,Haryana, India",30.3182199,76.9311761
"Jamshedpur Co-operative College, Circuit House Are",22.8168475,86.1890561
"Indian Art, Rusalli, Karond, Bhopal, Madhya Prades",23.302305,77.398788
"Vipul Gardens, Vipul Gardens Road, Ghatikia, Bhuba",20.2631766,85.7650625
"Narkeldanga Police Station, Doctor MN Chatterji Sa",22.5758353,88.3770902
"KIIT Campus 6, Chandaka Industrial Estate, K I I T",20.3535272,85.8198118
"Delhi Public School Indore, Nipaniya Rd, near Wate",22.7623268,75.9310855
"Palda Main, Dinesh Nagar, Dev Nagar, Indore, Madhy",22.6868324,75.9031917
"Institute of Company Secretary of India, Bhubanesw",20.2959141,85.8030362
"Karada Road, Aamba Talavadi, Katargam, Surat, Guja",21.2391945,72.8247334
"Ankodiya Road, New Alkapuri, Vadodara, Gujarat, In",22.3373604,73.1263655
"Basaveshwaranagar, Sharadadevi Nagar, Mysuru, Karn",12.2940919,76.6161458
"Pradhyuman Zoological Park, Pradhyuman Park, Rajko",22.299174,70.8395548
"Sundarayya Nagar, Kavithas, Payakapuram, Vijayawad",16.551088,80.6500915
"Kamakoti Nagar, V D Puram, Vijayawada, Andhra Prad",16.5266427,80.6028554
Chirag Delhi,28.5376318,77.2282863
"Ramgopal Peth Road, Nallagutta, Ramgopalpet, Hyder",17.4343572,78.4865986
"Tamando Police Station, Tamando, Bhubaneswar, Odis",20.2356169,85.745673
Akbarpur Mirja,28.834636,77.187774
"Naka, Faizabad, Uttar Pradesh, India",26.7601515,82.1455245
"Mogharpada, Thane West, Thane, Maharashtra, India",19.2823202,72.9711542
"Jiwaji Ganj, New Shanti Nagar, Jivaji Ganj, Gwalio",26.2093714,78.1460675
"Sealdah, Raja Bazar, Kolkata, West Bengal, India",22.5654725,88.3712796
"Kalinga Studio Chhak, Bharatpur, Bhubaneswar, Odis",20.288437,85.78071
"Cossipore Road, CIT, Satchasi Para, Kolkata, West ",22.6264596,88.3718785
"VADODARA MARKET, Kala Ghoda Station Road, Sarod, S",22.3098151,73.1832304
"Jacobpura Road, Sadar Bazar, Gurugram, Haryana, In",28.4621158,77.0286725
"Deshabandhu Vidyapith, Narkeldanga North Road, Nar",22.5790953,88.3825639
"Assan Kalan, Haryana, India",29.4085201,76.8771406
"Air Force Station High Grounds, Punjab, India",30.6510626,76.7841443
"Roop Nagar, Sector 1A, Sonipat, Haryana, India",28.9706514,77.027839
"Nakhoda Masjid, Rabindra Sarani Road, Chowringhee ",22.5777078,88.3561287
"Gomati Nagar, Sangam Nagar, Indore, Madhya Pradesh",22.7359503,75.8335131
"Janbazar Rajbari, Esplanade, Janbazar, Taltala, Ko",22.562031,88.3554856
"Gurunanak Technical Institute, Deepak Nagar, Dixit",21.1913977,79.118701
"Fort St George, Chennai, Tamil Nadu, India",13.0813203,80.2864862
"Mehlana, Sonipat, Haryana, India",28.9794804,76.9566198
"Tohga, Chandigarh, India",30.767058,76.7322092
"Shiv Colony, Sonipat, Haryana 131001, India",29.0131755,77.0290995
"Mathwada, Warangal, Telangana, India",17.9553274,79.613713
"Cubbonpete, Nagarathpete, Bengaluru, Karnataka, In",12.9697059,77.5842332
"Lalbagh metro station, Rashtriya Vidyalaya Road, B",12.946274,77.5800003
"Madina Nagar, Azad Nagar, Indore, Madhya Pradesh, ",22.6936813,75.8871617
"Aiginia, Shreekhetra Vihar, Khandagiri, Bhubaneswa",20.2509277,85.7810807
"Office Building, Ambedkar Veedhi, Sampangi Rama Na",12.971553,77.5843758
"Hawaii Adda Bhopal, 45 Bunglows, North TT Nagar, T",23.236644,77.39936
"Hari Singh Colony, Rohtak, Haryana, India",28.8728902,76.5806097
"Sheetal Park Chowk, 150 Feet Ring Road, Shastri Na",22.3158003,70.7676565
"Unit 1 Main, Unit 1, Bapuji Nagar, Bhubaneswar, Od",20.2598034,85.8314915
"Bajepukur, Naora, Shibpur, Howrah, West Bengal, In",22.5756001,88.3148954
"Natraj Nagar, Gorewada, Nagpur, Maharashtra, India",21.1985529,79.0530539
"Khukhrana, Haryana, India",29.3873717,76.9009191
"Aditya Puram, Gwalior, Madhya Pradesh, India",26.260798,78.2223552
"Singasandra, Bengaluru, Karnataka 560068, India",12.8811382,77.6493839
"Ramkrishna Pally, Kaikhali, Kolkata, West Bengal, ",22.6334922,88.4340277
"Shodapur, Haryana, India",29.3960062,76.9232524
"Kalagram, Manimajra, Chandigarh",30.709084,76.829585
"Hosa Road, Amrita Nagar, Choodasandra, Bengaluru,",12.890075,77.6732448
"Chandra Furniture ®, Mata Ka Than Road, Bapu Nagar",26.3248258,73.071614
"Gothan, Gujarat, India",21.2816503,72.8684776
"Aishwaryanagar, Kuvempu Nagar 2nd Stage, Kuvempu N",12.2813635,76.6308019
"Lal Bahadur Shastri Township Main Road, Manharpur,",22.3396105,70.7812982
"Dsouza Colony, D'souza Colony, Nashik, Maharashtra",20.0094002,73.7559585
"Vrindavan CHS, Panchawati, Pashan, Pune, Maharasht",18.5291233,73.8113955
"Satish Law Agency, Capitol Complex, Sector 1, Chan",30.757202,76.808004
"ICS Colony, Ashok Nagar, Pune, Maharashtra, India",18.5424433,73.8319817
"Town Main Road, Jagadamba Junction, Visakhapatnam,",17.7064799,83.2984778
"Shriram Transport Finance Company Limited, Kanpur ",25.4400446,81.814872
"MADE EASY, Bhubaneswar, N1, CRPF Colony, IRC Villa",20.2866445,85.809453
"Vasant Kunj, Lucknow, Uttar Pradesh, India",26.8802826,80.8626864
"Khotpura, Haryana, India",29.4513169,77.0067857
"Tiretti Bazaar Street, Terita Bazar, Tiretti, Kolk",22.5740106,88.3561188
"Kala Saiyad, Gwalior, Madhya Pradesh, India",26.1893505,78.1265104
"Madhuvana Park, Madhuvana Layout, Mysuru, Karnatak",12.2705475,76.6225884
Hiranki,28.7988215,77.1793661
"Jatheri, Sonipat, Haryana, India",28.921631,77.0801899
"Barrackpore Chiriamore, Barrackpur Cantonment, Wes",22.7616118,88.3663289
"Ruiya, Barrackpore, West Bengal, India",22.746065,88.4088788
"Gadia Vihar, Aurangabad, Maharashtra, India",19.8560957,75.3426754
"Manek Chowk, Old City, Khadia, Ahmedabad, Gujarat",23.0231358,72.5896625
"Nashik Events, Vidhate Nagar, Tirumla Nagar, Wadal",19.972628,73.795058
"Anupam Nagar, Patel Nagar, Gwalior, Madhya Pradesh",26.2072973,78.1981212
"Sivajipalem Road, Shivaji Palem, Pithapuram Colony",17.7370416,83.3286162
"Hope Hospital, Western Kutchery Road, Nandan Garde",28.9878995,77.7124999
"Bijli Bamba Bypass Road, Police Traning Center, Lo",28.9342494,77.7247113
"Shyambazar, Hati Bagan, Kolkata, West Bengal, Indi",22.5982031,88.3686866
"MM Layout, Ambedkar Medical College Road, MM Layou",13.0223473,77.6111435
"Kampoo, Gwalior, Madhya Pradesh, India",26.2178701,78.1855258
"Dayalpura Colony, Karnal, Haryana, India",29.6869888,76.9851877
"The Suncity Hotels in Bhubaneswar, Kalinga Vihar, ",20.243929,85.770647
"Bowbazar, Kolkata, West Bengal, India",22.5668237,88.3614764
"Mayur Vihar, Sector 21, Sonipat, Haryana, India",28.9917964,76.9859077
"Moti Tabela, Indore, Madhya Pradesh, India",22.7101347,75.8551825
"Ganesha Block, Sultanpalya, Bengaluru, Karnataka, ",13.0233319,77.6013407
"DGP Nagar 1, Nashik, Maharashtra, India",19.9686183,73.8044105
"Chiriya More Bus Stop, Dum Dum Road, Chiriamore, M",22.6187713,88.3796937
"Madlauda, Haryana, India",29.4032893,76.8014102
"Pingli - Karnal Road, Choudhary Colony, Karnal, Ha",29.6916766,76.9787411
"Bhimannavaripeta, Fraserpeta, Vijayawada, Andhra P",16.5401394,80.6111829
"Ayodhya nagari, Nashik, Maharashtra, India",20.0256021,73.8206659
"Pune Railway Station, Sadhu Vaswani Road, Koregaon",18.5288232,73.8744857
"Cosmos Hospital, Kanth Road, Prem Nagar, Mohra Ki ",28.8940407,78.7291136
Jalupura,26.9218817,75.8070013
"Nehru Nagar, Vijayawada, Andhra Pradesh, India",16.5030481,80.6292228
"Bhalaut, Rohtak, Haryana, India",28.9040839,76.7062336
"Parthvipura, Laxmi Nagar, Jodhpur, Rajasthan, Indi",26.2943264,73.0482756
"Annanagar East, Chennai, Tamil Nadu, India",13.0920485,80.2236102
"Dhatrak Phata, Balram Nagar, Nashik, Maharashtra, ",20.0236368,73.8362591
"Savitri Nagar, Press Enclave",28.637278,77.2259488
"DGP Nagar, Nashik, Maharashtra, India",19.9708114,73.7466825
"Trimurti Nagar, Panchvati, Nashik, Maharashtra, In",20.0135416,73.8096953
"Tayyaba Chowk, Masanganj, Bilaspur, Chhattisgarh",22.0756154,82.1473159
"Shantipura, Padegaon, Aurangabad, Maharashtra, Ind",19.8859343,75.3063805
"Besant Road, Governor Peta, Vijayawada, Andhra Pra",16.5105562,80.6265206
"Indian Telephone Industry ( ITI ), Dooravani Nagar",13.0029587,77.6677669
"Kalpana Square, BJB Nagar, Bhubaneswar, Odisha",20.2582099,85.841455
"Amam Enclave Layout, Ashwath Nagar, Bengaluru, Kar",13.0494728,77.6364461
"Gayatri Nagar, Siddhartha Nagar, Benz Circle, Vija",16.5023933,80.655235
"Taralabalu Kendra, 2nd Block, Ganganagar, RT Nagar",13.0204384,77.5947093
"Vasanth Nagar Mysore, Vasanth Nagar, new layout, M",12.2984491,76.6118468
