,locality,latitude,longitude,Pincode,Latitude,Longitude
5442,"Subhash Nagar, Faizabad, Uttar Pradesh, India",26.7757068,82.1489249,224001.0,26.77711,82.14766
5443,"Kammasandra, Electronic City, Bengaluru, Karnataka",12.834002,77.688267,560099.0,12.8193,77.68812
5444,"Daraganj, Prayagraj, Uttar Pradesh, India",25.4426551,81.8811628,211006.0,25.447,81.8839
5445,"BAPS Shri Swaminarayan Mandir, Rajkot, Kalawad Roa",22.2929217,70.7819714,360001.0,22.29108,70.78025
5446,"Kartarpur, Gopal Pura Mode, Jaipur, Rajasthan, Ind",26.8866128,75.783799,322241.0,26.87876,75.7714
5447,"Prem Nagar, Dehradun, Uttarakhand, India",30.3343789,77.959588,248007.0,30.3541,77.946
5448,"Jodhpur Railway Station, Station Road, Ratanada, J",26.2837429,73.0225936,342013.0,26.28589,73.02289
5449,Sector 14A,28.5830979,77.3040932,201302.0,28.5787,77.3134
5450,"Thapar Nagar, Meerut, Uttar Pradesh, India",28.9878006,77.7029976,250001.0,28.99,77.7
5451,"Haridwar Greens, Integrated Industrial Estate, Sec",29.9776822,78.0442122,248001.0,30.00003,78.02689
5452,"Naria, Varanasi, Uttar Pradesh, India",25.2785853,82.9944773,221005.0,25.27868,82.9853
5453,"Sri Lakshmi Nilayam, Swarnadhama Nagar, Old Bowenp",17.4873,78.4829512,500011.0,17.46489,78.47244
5454,"Gurdev Nagar, Ram Nagar, Jalandhar, Punjab, India",31.3424743,75.56697,144201.0,31.3278,75.5769
5455,"Indra Colony, Bharat Colony, Sanjay Colony, Rohtak",28.8925844,76.5912424,124113.0,28.89558,76.59253
5456,Sector 47,28.4379673,77.2893606,121010.0,28.4391,77.3009
5457,"Kamathipura, Indore, Madhya Pradesh, India",22.7238346,75.8557557,452007.0,22.72358,75.85778
5458,"Pine Army Canteen, Meerut Cantt, Meerut, Uttar Pra",29.0098217,77.6897162,250001.0,29.00889,77.69853
5459,"Nedkundram Extension, New Perungalathur, Kolapakka",12.8786114,80.1180095,600126.0,12.881,80.11
5460,"Mehdipatnam Bus Stand, Royal Colony, Mehdipatnam, ",17.3948266,78.4402511,500008.0,17.39283,78.42461
5461,"Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, ",13.0844621,80.2034344,600107.0,13.07423,80.19661
5462,"Babusapalya, Bank Avenue Colony, Horamavu, Bengalu",13.0228229,77.6520917,560113.0,13.02507,77.65967
5463,Kalyanpuri,28.6179505,77.3142212,110091.0,28.61983,77.31211
5464,"Vinay Nagar, Gwalior, Madhya Pradesh, India",26.2313506,78.1592935,474003.0,26.23228,78.17269
5465,"Sector 39, Chandigarh",30.74419,76.7293233,140602.0,30.75,76.72
5466,Okhla Industrial Estate,28.5317061,77.2765566,110076.0,28.53483,77.29117
5467,"Uday Ganj, Lucknow, Uttar Pradesh, India",26.8368483,80.9359801,736160.0,26.84,80.94
5468,"Garden Enclave, Amritsar, Punjab 143501, India",31.6134644,74.9486422,143022.0,31.6,74.95
5469,"Shastri Nagar, Pimpri Colony, Pimpri-Chinchwad, Ma",18.6092466,73.8095574,411018.0,18.62282,73.80918
5470,"Sector 59, Chandigarh, Punjab, India",30.7172999,76.7148927,442606.0,30.70465,76.71787
5471,Shanti Niketan,28.5779173,77.1693661,110021.0,28.58078,77.17272
5472,"Barkhedi, Jahangirabad, Bhopal, Madhya Pradesh, In",23.2550534,77.4143298,462008.0,23.25578,77.41492
5473,"Sector 6, Panchkula, Haryana, India",30.7064709,76.8562405,134203.0,30.69422,76.86056
5474,"Turbhe, Navi Mumbai, Maharashtra, India",19.0726786,73.0198654,410206.0,19.077,73.01
5475,"Nehru Nagar, Bengaluru, Karnataka, India",13.0931449,77.6009032,560064.0,13.08578,77.58561
5476,"Saket Nagar, Kanpur, Uttar Pradesh, India",26.4314903,80.3146653,208027.0,26.43381,80.31847
5477,"Adalaj, Gujarat, India",23.1667043,72.58095,382150.0,23.17,72.58
5478,"Civil Lines, Nayapura, Kota, Rajasthan, India",25.2059896,75.8577528,324001.0,25.2045,75.86056
5479,"Sector 6, Chandigarh, India",30.7366797,76.8137088,160019.0,30.7389,76.8106
5480,"Muzaffarnagar, Uttar Pradesh, India",29.4726817,77.7085091,250001.0,29.4727,77.70849
5481,"Health India Hospital, 6th Cross Road, Tavarekere,",12.9263515,77.6090205,560029.0,12.92205,77.61027
5482,"S R R Thota, Vada, Warangal, Telangana, India",17.9720256,79.5875591,506002.0,17.97706,79.59603
5483,"Neela Mahal, Jalandhar, Punjab, India",31.3386586,75.5764296,144201.0,31.3278,75.5769
5484,"Sadashiva Nagar, Armane Nagar, Bengaluru, Karnatak",13.0068182,77.5812849,560003.0,13.00194,77.57907
5485,"Ghoshpara Masjid, Ghoshpara Road, Airport Area Bar",22.7747372,88.3675915,700120.0,22.77,88.36
5486,"Sovabazar Burtolla Sarbojanin Durgotsav Samity, Ab",22.5956019,88.3643333,700005.0,22.59717,88.36133
5487,"Balayya Sastri Layout, Seethammadara, Visakhapatna",17.7399576,83.3081172,530004.0,17.74172,83.31178
5488,"Sector - 18, HUDA, Panipat, Haryana 132103, India",29.4362833,76.9772675,131409.0,29.44,77.0
5489,"Maninagar Cross Road, Maninagar, Ahmedabad, Gujara",22.9988935,72.6081091,380008.0,22.99508,72.60358
5490,"Sai Baba temple, Burma Colony, Muralinagar, Madhav",17.7443337,83.2663374,530007.0,17.74724,83.26264
5491,"Pratapgarh Nagar, N 9, Cidco, Aurangabad, Maharash",19.8972001,75.3565214,422009.0,19.89086,75.3587
5492,"Sector 43, Chandigarh",30.7190586,76.7487044,160062.0,30.72589,76.75787
5493,"Maruti State, Manas Nagar, Pandav Nagar, Shahganj,",27.1821736,77.9719818,282002.0,27.19132,77.97672
5494,"Bhubaneswar ITI College, Kalinga Vihar LIG, Kaling",20.2470527,85.7589743,751019.0,20.23302,85.76289
5495,"New Anmol Avenue, Mahal, Khairabad, Punjab, India",31.652628,74.8086734,143105.0,31.65,74.82
5496,"Pandra, Ranchi, Jharkhand, India",23.4042222,85.3006956,834008.0,23.40236,85.31525
5497,"Belgharia, Kolkata, West Bengal, India",22.6670286,88.379635,700083.0,22.67,88.38
5498,"Beri Gate Market, Amritsar, Punjab, India",31.6249358,74.8646021,143006.0,31.62,74.87
5499,"Baxi Colony, Indore, Madhya Pradesh, India",22.7269146,75.8555741,452007.0,22.72358,75.85778
5500,"Barrackpore, West Bengal, India",22.7674278,88.3883455,712614.0,22.76,88.39
5501,"Sheel Nagar, Gwalior, Madhya Pradesh, India",26.2387414,78.1607186,474003.0,26.23228,78.17269
5502,"Limbodi Main, Shri Krishna Avenue, Rani Bagh Main,",22.6678935,75.8858428,452020.0,22.68105,75.8727
5503,"Basavanagara, Bengaluru, Karnataka, India",12.9670863,77.6808128,560037.0,12.96428,77.68244
5504,"Sunkadakatte, Bengaluru, Karnataka, India",12.9919691,77.5071806,560091.0,12.99099,77.50273
5505,"Bhoopatwala, Haridwar, Uttarakhand, India",29.9747121,78.1778185,249410.0,29.98231,78.18981
5506,"Foreshore Estate, Chennai, Tamil Nadu, India",13.0247308,80.2774294,600004.0,13.02944,80.26675
5507,"Shampura, Kaval Bairasandra, Bengaluru, Karnataka,",13.0295386,77.6127996,560045.0,13.03258,77.62081
5508,"Bagbera Colony, Jugsalai, Jamshedpur, Jharkhand, I",22.7637153,86.1866187,831002.0,22.76068,86.19417
5509,"Sandalpur, Patna, Bihar, India",25.6059261,85.1829272,800026.0,25.6,85.17389
5510,"Central Bank of India, West Ram Nagar, Sonipat, Ha",28.9818552,77.0138688,131001.0,28.98,77.02
5511,"Sector 1, Petrochemical Township, Karadiya, Vadoda",22.3504989,73.1436911,391345.0,22.35247,73.14025
5512,"Kundli- Bheira Road, Bheira Bakipur, Khatkar, Soni",28.8915972,77.1833301,131023.0,28.93425,77.15214
5513,"Niladri Vihar, Patia, Bhubaneswar, Odisha, India",20.3464114,85.8101914,751021.0,20.33417,85.80917
5514,"Friends Colony, Panipat, Haryana, India",29.3913452,76.9517033,132103.0,29.38669,76.95656
5515,"Ramgarhi, Meerut, Uttar Pradesh, India",28.9729984,77.7366242,481115.0,28.973,77.73662
5516,"Hoshangabad Road, Bhopal, Madhya Pradesh, India",23.2157948,77.4410682,462026.0,23.22,77.44
5517,"Chiranjeevi Layout, Hebbal Kempapura, Bengaluru, K",13.0481274,77.5952527,560092.0,13.05206,77.59908
5518,"Hosahalli Metro Station, Stage 1, Vijayanagar, Ben",12.9741345,77.5451883,560040.0,12.97266,77.54565
5519,"Exide More, Sreepally, Bhowanipore, Kolkata, West ",22.541476,88.347902,700020.0,22.54008,88.34567
5520,"Railway Hospital, S.E.C.R. Bilaspur, Railway Colon",22.0650298,82.1672013,495004.0,22.07113,82.16828
5521,"Anand Nagar, Gwalior, Madhya Pradesh, India",26.2380303,78.1521676,474010.0,26.22021,78.14994
5522,"Lavate Nager, Parijat Nagar, Nashik, Maharashtra, ",19.9900401,73.7591855,422007.0,19.99936,73.73894
5523,"Capgemini Technology Services India Limited, EPIP ",12.9736564,77.7176694,560037.0,12.95886,77.71603
5524,Csir-National Physical Laboratory,28.637026,77.172269,110012.0,28.63686,77.16961
5525,"Old Boiguda Road, Old Bhoiguda, Rani Gunj, Secunde",17.4346362,78.4922062,500025.0,17.43956,78.51053
5526,"Nagavarapalya, C V Raman Nagar, Bengaluru, Karnata",12.9890119,77.6664976,560016.0,12.98539,77.67714
5527,"Bijalpur, Indore, Madhya Pradesh, India",22.664694,75.8358915,452013.0,22.66936,75.8135
5528,"Shori Nagar, Amritsar, Punjab, India",31.6402381,74.8126951,143105.0,31.64,74.81
5529,"D'Silva Layout, Prithvi Layout, Whitefield, Bengal",12.9783163,77.7496786,577599.0,12.96715,77.7338
5530,"Labour Colony, Govind Nagar, Kanpur, Uttar Pradesh",26.452116,80.296935,208006.0,26.44869,80.30208
5531,"Modi Nagar, Sushilpura, Jaipur, Rajasthan, India",26.8946438,75.7573407,453441.0,26.88895,75.76206
5532,"Kaziwara, Old Town, Ambala, Haryana, India",30.3849354,76.774949,134003.0,30.3835,76.77736
5533,"Upparpally, Hyderabad, Telangana, India",17.3658225,78.4142728,500008.0,17.37586,78.42025
5534,Ghoga,28.8300091,77.0471403,131103.0,28.85567,77.04567
5535,"Narayanappa Layout, Hennur Gardens, Bengaluru, Kar",13.0377199,77.6432316,560043.0,13.02203,77.63483
5536,"Chawani, Kota, Rajasthan, India",25.1725895,75.8589806,324007.0,25.17131,75.85656
5537,"Ibrahim Mandi, Karnal, Haryana, India",29.6915005,76.9769075,132001.0,29.69317,76.97142
5538,"Sector 18-C, Sector 18, Chandigarh",30.7310345,76.7863078,160059.0,30.73455,76.78615
5539,"Rander, Surat, Gujarat, India",21.2168795,72.7941103,395005.0,21.22183,72.794
5540,"New Officers Colony, Patiala, Punjab, India",30.3146763,76.3767515,147001.0,30.32,76.38
5541,"Hawa Mahal, Hawa Mahal Road",26.9239363,75.8267438,302002.0,26.9235,75.82567
5542,"Priyadarshini Colony, Mohibullapur, Lucknow, Uttar",26.9028536,80.9357325,226020.0,26.89225,80.93492
5543,"Prashanth Nagar, T. Dasarahalli, Bengaluru, Karnat",13.0440017,77.5175123,560057.0,13.04649,77.51278
5544,"Thakurpukur, Kolkata, West Bengal, India",22.4625372,88.3155256,743504.0,22.469,88.31
5545,"Karunapura, Mysuru, Karnataka 570007, India",12.3231695,76.6622072,570007.0,12.32969,76.66525
5546,"Riches Garden Layout, Raghavendra Nagar, Kalkere, ",13.0252819,77.674908,577531.0,13.03349,77.67389
5547,"TDI City, Mohali, Punjab, India",30.7327782,76.6822375,140501.0,30.74208,76.69841
5548,"Gandhi Colony, Muzaffarnagar, Uttar Pradesh, India",29.4844043,77.7151616,251001.0,29.48019,77.71066
5549,"Kohefiza, Bhopal, Madhya Pradesh, India",23.2693923,77.3731147,462030.0,23.27,77.37
5550,"Jawahar Nagar, Kanpur, Uttar Pradesh, India",26.4684278,80.322007,208012.0,26.46843,80.32201
5551,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnat",12.9965755,77.658048,577536.0,12.99126,77.65207
5552,"Jalan Nagar, Aurangabad, Maharashtra, India",19.8593992,75.3040457,431002.0,19.88282,75.29748
5553,"Nagsenvan, Aurangabad, Maharashtra, India",19.8851566,75.3142176,453001.0,19.88377,75.32567
5554,"Pind Kale, Amritsar, Punjab, India",31.6424382,74.806326,143105.0,31.64,74.81
5555,"shaikpet, AP Animal Husbandry Employees Colony, Sh",17.4075162,78.3940357,506164.0,17.39681,78.40111
5556,"Jagannath Temple, Tankapani Road, Siba Nagar, Brah",20.2437433,85.854809,751002.0,20.24375,85.84122
5557,"Nagashetty Halli, R.M.V. 2nd Stage, Bengaluru, Kar",13.0424579,77.5718291,560054.0,13.02982,77.56373
5558,"Ishar Singh Colony, Shastri Nagar, Amritsar, Punja",31.6599971,74.9128391,143501.0,31.67,74.93
5559,"Azad Nagar West, New Delhi, Delhi, India",28.6621696,77.2783564,110031.0,28.65925,77.27422
5560,"Bishon Sarup Colony, Panipat, Haryana 132103, Indi",29.3980821,76.9657463,132105.0,29.39268,76.96504
5561,"Shashtri Colony, Ambala Sadar, Ambala, Haryana 133",30.3293115,76.8382204,133004.0,30.33053,76.83281
5562,"500020, Zamistanpur 3 Street, Musheerabad, Dayara,",17.4139896,78.4982984,456441.0,17.41369,78.5029
5563,"Rani Gunj, Secunderabad, Telangana, India",17.4326402,78.4908221,110045.0,17.41366,78.48383
5564,"Saraswati Nagar, Gwalior, Madhya Pradesh, India",26.20887,78.1995457,475330.0,26.21549,78.1706
5565,"Defence Laboratory, Jodhpur, Cantt Area, Jodhpur, ",26.2699662,73.0482804,342011.0,26.26947,73.04225
5566,Ajmeri Gate,26.916392,75.818778,302001.0,26.91836,75.81322
5567,"500036, Masjid Saleem Nagar Road, Saleem Nagar Col",17.3751875,78.5099709,500036.0,17.37211,78.51031
5568,"Kamal Nagar, Karond, Bhopal, Madhya Pradesh, India",23.2933382,77.3905778,518432.0,23.28851,77.39417
5569,"Doddanna Nagar, Kaval Bairasandra, Bengaluru, Karn",13.0161711,77.6067122,560032.0,13.02258,77.5931
5570,"Sarkhej, Ahmedabad, Gujarat, India",22.9778146,72.4979419,382210.0,22.98,72.5
5571,"Rampuri, Muzaffarnagar, Uttar Pradesh, India",29.487976,77.6922635,251001.0,29.48306,77.69736
5572,"Unique College, Unique College, Bhadbhada Road, Ja",23.2294106,77.3908871,462003.0,23.23417,77.39917
5573,"Sector 3, Chandigarh, India",30.7574721,76.7964036,160001.0,30.76081,76.80022
5574,"Muthuamman Nagar, Thanthai Periyar Nagar, Ayanavar",13.0952082,80.2249872,600038.0,13.10069,80.224
5575,"Kali Bari, President Estate",28.630717,77.198078,110092.0,28.627,77.20633
5576,"Kheri Sadh, Haryana, India",28.8600201,76.6658165,124021.0,28.87528,76.64161
5577,Azad Nagar Rd,28.6639197,77.2802963,110031.0,28.65925,77.27422
5578,"DIG Bunglow Square, Chouksey Nagar, JP Nagar, Bhop",23.2786715,77.4035508,462001.0,23.27119,77.40139
5579,"Highland Park, Highland Marg, Zirakpur, Punjab, In",30.648938,76.7981953,160004.0,30.64731,76.78903
5580,"Model Colony, Haridwar, Uttarakhand, India",29.9326309,78.1300742,249404.0,29.92606,78.13194
5581,"Howrah Jute Mill, Atindra Mukherjee Lane, Vivek Vi",22.5740825,88.3286146,711101.0,22.5761,88.331
5582,"Nanda Ki Chowki, Dehradun, Uttarakhand, India",30.3445621,77.9545906,248007.0,30.3541,77.946
5583,"Ramchandrapur, Kolkata, South 24 Parganas, West Be",22.4607831,88.3300042,741101.0,22.45411,88.3379
5584,"Sector 29, Chandigarh, India",30.7112416,76.7927981,160030.0,30.71136,76.79064
5585,"Khushhalpur, Moradabad, Uttar Pradesh, India",28.8395732,78.7367778,244304.0,28.82138,78.72707
5586,"Shivalay Colony, Indore, Madhya Pradesh, India",22.6696967,75.8512167,453112.0,22.68825,75.84686
5587,"Barra 8, Kanpur, Uttar Pradesh, India",26.432465,80.2871828,208022.0,26.443,80.28308
5588,"Khardaha Station Road, Aruna Chal, Rahara, Kolkata",22.7240375,88.3806782,700117.0,22.72,88.38
5589,"Vrundavan, Waghodia, Vadodara, Gujarat, India",22.3014455,73.2370957,390019.0,22.307,73.23283
5590,"Chaura Bazar New, Karnal, Haryana, India",29.6844295,76.9880677,132001.0,29.68256,76.99083
5591,"Netaji Colony, Panipat, Haryana, India",29.3833515,76.9746161,132103.0,29.38842,76.98075
5592,"Thakkarbapa Nagar, Ahmedabad, Gujarat, India",23.0506776,72.6487059,382350.0,23.04178,72.64289
5593,"Majhbhitiyan, Varanasi, Uttar Pradesh, India",25.364385,82.9918172,222204.0,25.36,82.98
5594,"Lohiya Bazaar, Gwalior, Madhya Pradesh, India",26.1973033,78.1521676,474010.0,26.20037,78.15055
5595,"Sector 69, Mohali",30.692499,76.7206652,140408.0,30.69,76.71
5596,"ICICI Bank Panipat Sector-13, Panipat - Branch & A",29.414663,76.976549,132103.0,29.40303,76.97344
5597,"Old Gangapur Naka to Ramwadi Road, Kausalya Nagar,",20.0114796,73.7814261,422003.0,20.01093,73.7739
5598,"Meerut Institute of Technology, Bypass Road, Parta",28.9277677,77.6393727,250103.0,28.93016,77.64501
5599,"Bharalumukh, Guwahati, Assam, India",26.174303,91.7331991,783348.0,26.17371,91.73247
5600,"Punappa Layout, HBR Layout, Bengaluru, Karnataka, ",13.0377802,77.6371459,560043.0,13.02203,77.63483
5601,"Sector 9, Chandigarh, India",30.7466677,76.7942403,160009.0,30.74792,76.79283
5602,"Court Road, Budh Bazaar, Moradabad, Uttar Pradesh,",28.8365667,78.7707892,244001.0,28.8419,78.77066
5603,"Gobind Garh, Arjun Nagar, Jalandhar, Punjab, India",31.3280589,75.5938919,144004.0,31.3256,75.5915
5604,"Meerapur Basai, Taktakpur, Ekta Nagar Colony, Vara",25.3619052,82.9796834,222204.0,25.36,82.98
5605,"Lumbini Vihar Road, Lumbini Vihar, Neeladri Vihar,",20.322446,85.8077987,751023.0,20.31839,85.81344
5606,"Kathal More Road, Harmu, Ranchi, Jharkhand, India",23.3567385,85.2745909,834004.0,23.3457,85.2706
5607,"Gururaja Layout, Banashankari, Bengaluru, Karnatak",12.9209622,77.5583595,560070.0,12.91861,77.55758
5608,"Brindavan Nagar, Adambakkam, Chennai, Tamil Nadu,",12.9865015,80.2065182,600061.0,12.99658,80.19903
5609,"Moti Nagar, Hyderabad, Telangana, India",17.4492773,78.4183478,500045.0,17.44789,78.42883
5610,"Millers Tank Bund Rd, Kaverappa Layout, Vasanth Na",12.9903015,77.5954015,560001.0,12.99351,77.5921
5611,"Lal Bazar, Kolkata, West Bengal, India",22.5719846,88.3524678,700071.0,22.5725,88.3525
5612,"Choolai, Chennai, Tamil Nadu, India",13.0918726,80.264191,600002.0,13.08472,80.27269
5613,"Royapuram Police Station, Arathoon Road, Pudumanai",13.1118645,80.2937455,600013.0,13.11261,80.29317
5614,"Kowkoor, Secunderabad, Telangana 500010, India",17.5372277,78.5354327,500014.0,17.539,78.51831
5615,"Kothapet Village Road, Nabil Colony, Balapur, Koth",17.3075578,78.4893858,500058.0,17.33511,78.502
5616,"Mankhurd (W), Mankhurd, Mumbai, Maharashtra, India",19.0518338,72.9323995,400043.0,19.05319,72.92539
5617,"Purba Sinthi, Dum Dum, Kolkata, West Bengal, India",22.6275586,88.3985726,700030.0,22.6245,88.39811
5618,"Gurandi, Jabalpur, Madhya Pradesh, India",23.1734027,79.9409555,482002.0,23.17767,79.93819
5619,"Bhauwala, Uttarakhand, India",30.3972299,77.918174,248007.0,30.3895,77.94244
5620,"Gandhi Nagar, Indore, Madhya Pradesh, India",22.7435895,75.7934945,451449.0,22.7245,75.8091
5621,"Katra Karam Singh, Amritsar, Punjab, India",31.6151868,74.8646021,143006.0,31.62,74.87
5622,"Dhan Mohalla, Jalandhar, Punjab, India",31.3349597,75.5807954,144201.0,31.3278,75.5769
5623,"Dhoopanahalli, Stage 2, Domlur, Bengaluru, Karnata",12.963334,77.641396,560032.0,12.96797,77.64258
5624,"Jakkuru Layout, Jakkuru, Bengaluru, Karnataka, Ind",13.0711168,77.5998704,560092.0,13.05689,77.59854
5625,"Adarsh Nagar, Model Town, Ambala, Haryana, India",30.3615738,76.7978663,134003.0,30.36253,76.79547
5626,"Yadavagiri, Mysuru, Karnataka, India",12.3187089,76.6422892,570001.0,12.31733,76.64769
5627,"Ghantaghar, Kanpur, Uttar Pradesh, India",26.4623302,80.3534181,208001.0,26.46394,80.35642
5628,"Yakutpura, Hyderabad, Telangana, India",17.3595152,78.4851396,500023.0,17.35203,78.48853
5629,Bakoli,28.8141928,77.1456402,121101.0,28.79723,77.13314
5630,"Virabhadra Nagar, Basavanagara, Bengaluru, Karnata",12.9653685,77.6781288,560037.0,12.96428,77.68244
5631,"Vineet Khand 6, Lucknow, Uttar Pradesh, India",26.8534789,81.0133491,226010.0,26.8562,81.00478
5632,"Ghasi Tola, Varanasi, Uttar Pradesh, India",25.3177992,83.0193531,221001.0,25.31879,83.01296
5633,"Niyawan, Faizabad, Uttar Pradesh, India",26.7854978,82.1407637,224161.0,26.78595,82.1383
5634,"SSG Hospital, Jail Road, Indira Avenue, Vadodara, ",22.3063874,73.1908466,391105.0,22.30358,73.19769
5635,"Samta, Subhanpura, Vadodara, Gujarat",22.325954,73.148391,390023.0,22.32136,73.154
5636,"Krishna Nagar, Bareilly, Uttar Pradesh, India",28.4069307,79.4199398,243122.0,28.40256,79.42452
5637,"Prem Nagar, Kota Industrial Area, Kota, Rajasthan,",25.1380591,75.875181,324003.0,25.15556,75.87111
5638,"FGC Road, Akash Avenue, Amritsar, Punjab, India",31.6707056,74.8769392,143107.0,31.6758,74.87
5639,"Priyanka Nagar, Bairagarh Chichali, Kolar Road, Ge",23.1578869,77.4182646,462042.0,23.15,77.41
5640,"Domari, Varanasi, Uttar Pradesh, India",25.3158109,83.0240532,221001.0,25.31879,83.01296
5641,"Burtolla Street, Raja Katra, Bara Bazar, Jorasanko",22.5825256,88.3540624,223103.0,22.5817,88.3543
5642,"Nandanvan Nagar, Chopasni Housing Board, Jodhpur, ",26.2635107,72.9800115,342024.0,26.27474,72.98428
5643,"Bhoslenagar, Ashok Nagar, Pune, Maharashtra, India",18.5442047,73.8356575,411016.0,18.53842,73.83258
5644,"Nahur East, Bhandup East, Mumbai, Maharashtra, Ind",19.1538107,72.9504858,400078.0,19.14956,72.94233
5645,"Tatanagar, Devinagar, Bengaluru, Karnataka, India",13.0551282,77.571972,560065.0,13.06856,77.56881
5646,"Dana Oli, Gwalior, Madhya Pradesh, India",26.2041239,78.1510986,474010.0,26.20037,78.15055
5647,"Nagwa Lanka, Varanasi, Uttar Pradesh, India",25.2796758,83.0079371,221011.0,25.27868,83.00558
5648,"Jabalpur Pop False Cileng Satiram, Mansarovar Colo",23.196329,79.9482992,482004.0,23.19641,79.94303
